geolocation,question,location,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize,breakOut,breakOutCategory,questionID,locationID
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),6.8,6.1,7.6,125,>12 yrs,Maternal Education,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),10.6,8.9,12.6,79,12 yrs,Maternal Education,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),5.9,4.7,7.4,49,< 12 yrs,Maternal Education,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),5.8,5.1,6.6,104,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.4,87.9,95.3,51,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.6,4.7,12.1,13,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),88.2,86.2,90,208,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),6.9,5.4,8.7,46,Hispanic,Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),11.8,10,13.8,95,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),93.1,91.3,94.6,184,Hispanic,Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),94.2,93.4,94.9,536,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),91.1,90.2,91.9,496,Medicaid,Medicaid Recipient,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),93.8,93,94.6,484,Non-Medicaid,Medicaid Recipient,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),8.9,8.1,9.8,152,Medicaid,Medicaid Recipient,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),6.2,5.4,7,106,Non-Medicaid,Medicaid Recipient,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),93.1,91.3,94.6,184,Hispanic,Mother Hispanic,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),6.9,5.4,8.7,46,Hispanic,Mother Hispanic,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.2,91.8,92.6,796,Non-Hispanic,Mother Hispanic,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.8,7.4,8.2,212,Non-Hispanic,Mother Hispanic,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.6,7.5,7.7,258,None,None,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.4,92.3,92.5,980,None,None,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.2,6.3,8.2,107,0,Number of Previous Live Births,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.1,91.3,92.8,543,1 or more,Number of Previous Live Births,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.9,7.2,8.7,151,1 or more,Number of Previous Live Births,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.8,91.8,93.7,437,0,Number of Previous Live Births,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.9,92.1,93.7,512,Non-WIC,On WIC during Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),8.2,7.3,9.2,130,WIC,On WIC during Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.1,6.3,7.9,126,Non-WIC,On WIC during Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),91.8,90.8,92.7,459,WIC,On WIC during Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.1,91.1,93,433,Unintended,Pregnancy Intendedness,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),92.5,91.6,93.2,526,Intended,Pregnancy Intendedness,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.5,6.8,8.4,138,Intended,Pregnancy Intendedness,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),7.9,7,8.9,118,Unintended,Pregnancy Intendedness,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),6.9,6.4,7.4,181,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),90.3,88.4,91.9,224,Smoker,Smoked 3 months before Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),9.7,8.1,11.6,73,Smoker,Smoked 3 months before Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),93.1,92.6,93.6,746,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),93.2,92.8,93.5,855,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),12.5,9.9,15.7,51,Smoker,Smoked last 3 months of Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,NBW (>2500g),87.5,84.3,90.1,117,Smoker,Smoked last 3 months of Pregnancy,QUO7,10
"(39.008830667, -75.577741168)",Baby's Weight,Delaware,LBW (<=2500g),6.8,6.5,7.2,204,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,10
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.7,7.2,8.2,567,Adequate PNC,Adequacy of Prenatal care,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),86.6,80.2,91.2,33,Inadequate PNC,Adequacy of Prenatal care,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.1,6.6,9.9,145,Intermediate PNC,Adequacy of Prenatal care,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),13.4,8.8,19.8,54,Inadequate PNC,Adequacy of Prenatal care,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.3,91.8,92.8,728,Adequate PNC,Adequacy of Prenatal care,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.9,90.1,93.4,161,Intermediate PNC,Adequacy of Prenatal care,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),6.2,5.5,7,340,"$50,000 or more",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.5,90.7,94,146,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),87,83.7,89.6,85,"Less than $10,000",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),9.6,7.6,12.1,120,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),93.8,93,94.5,524,"$50,000 or more",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),90.4,87.9,92.4,113,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.5,6,9.3,126,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),13,10.4,16.3,141,"Less than $10,000",Income (years 2004 and beyond),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),89.6,88.3,90.7,270,Other,Marital Status,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),93.4,92.7,93.9,656,Married,Marital Status,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),6.6,6.1,7.3,451,Married,Marital Status,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),10.4,9.3,11.7,335,Other,Marital Status,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.3,90.4,92.1,629,30+ yrs,Maternal Age (3 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.6,91.8,93.4,257,20-29 yrs,Maternal Age (3 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),10.4,7.4,14.4,59,<20 yrs,Maternal Age (3 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),89.6,85.6,92.6,40,<20 yrs,Maternal Age (3 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.7,7.9,9.6,489,30+ yrs,Maternal Age (3 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.4,6.6,8.2,238,20-29 yrs,Maternal Age (3 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.6,6.9,8.2,280,25-34 yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),10.4,7.4,14.4,59,<20 yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.4,91.8,93.1,307,25-34 yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),90.8,90.7,91,482,35+ yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),9.2,9,9.3,346,35+ yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),89.6,85.6,92.6,40,<20 yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.8,89.8,93.5,97,20-24 yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.2,6.5,10.2,101,20-24 yrs,Maternal Age (4 Levels),QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),93,91.9,94,194,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),84.9,72.4,92.3,9,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.2,90.2,92.1,589,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7,6,8.1,167,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.7,90,93.1,128,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.3,6.9,10,139,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),15.1,7.7,27.6,21,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.8,7.9,9.8,448,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92,91.8,92.2,911,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8,7.8,8.2,754,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),90.8,89.2,92.2,198,12 yrs,Maternal Education,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),9.2,7.8,10.8,218,12 yrs,Maternal Education,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),93.1,92.4,93.6,643,>12 yrs,Maternal Education,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),11.2,8.7,14.4,109,< 12 yrs,Maternal Education,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),88.8,85.6,91.3,84,< 12 yrs,Maternal Education,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),6.9,6.4,7.6,455,>12 yrs,Maternal Education,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),88.6,86.8,90.1,231,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),6.8,5.1,9,76,Hispanic,Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),93.2,91,94.9,105,Hispanic,Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.7,89.7,94.9,81,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),93.6,92.8,94.2,509,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.3,5.1,10.3,56,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),6.4,5.8,7.2,333,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),11.4,9.9,13.2,320,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.6,7,8.2,522,Non-Medicaid,Medicaid Recipient,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.4,91.8,93,687,Non-Medicaid,Medicaid Recipient,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),90.8,89.4,91.9,239,Medicaid,Medicaid Recipient,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),9.2,8.1,10.6,264,Medicaid,Medicaid Recipient,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),6.8,5.1,9,76,Hispanic,Mother Hispanic,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.4,8.1,8.8,710,Non-Hispanic,Mother Hispanic,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.6,91.2,91.9,821,Non-Hispanic,Mother Hispanic,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),93.2,91,94.9,105,Hispanic,Mother Hispanic,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.2,8.1,8.3,786,None,None,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.8,91.7,91.9,926,None,None,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),91.2,90.1,92.1,323,0,Number of Previous Live Births,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.8,7.1,8.5,441,1 or more,Number of Previous Live Births,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.2,91.5,92.9,603,1 or more,Number of Previous Live Births,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),8.8,7.9,9.9,345,0,Number of Previous Live Births,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.9,92.2,93.5,638,Non-WIC,On WIC during Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.1,6.5,7.8,466,Non-WIC,On WIC during Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),9.5,8.4,10.7,302,WIC,On WIC during Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),90.5,89.3,91.6,276,WIC,On WIC during Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.4,6.8,8.1,455,Intended,Pregnancy Intendedness,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),9.1,8.1,10.3,312,Unintended,Pregnancy Intendedness,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),90.9,89.7,91.9,305,Unintended,Pregnancy Intendedness,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.6,91.9,93.2,604,Intended,Pregnancy Intendedness,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.2,91.7,92.6,770,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),9.5,7.7,11.7,150,Smoker,Smoked 3 months before Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.8,7.4,8.3,613,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),90.5,88.3,92.3,135,Smoker,Smoked 3 months before Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),11.1,8.3,14.6,101,Smoker,Smoked last 3 months of Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,LBW (<=2500g),7.8,7.4,8.1,662,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),92.2,91.9,92.6,836,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,24
"(39.290580964, -76.609260111)",Baby's Weight,Maryland,NBW (>2500g),88.9,85.4,91.7,71,Smoker,Smoked last 3 months of Pregnancy,QUO7,24
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),89,84.1,92.6,61,Inadequate PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),11,7.4,15.9,27,Inadequate PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),89.6,81.7,94.4,23,Unknown PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5.3,5,5.7,262,Adequate PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),94.7,94.3,95,1006,Adequate PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),6.9,5.7,8.3,98,Intermediate PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),10.4,5.6,18.3,13,Unknown PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),93.1,91.7,94.3,301,Intermediate PNC,Adequacy of Prenatal care,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),7.7,6.1,9.7,58,"Less than $10,000",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),92.3,90.3,93.9,213,"Less than $10,000",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5,4.1,5.9,95,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),95,94.1,95.9,375,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),93.7,92.3,94.8,301,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),6.3,5.2,7.7,81,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),94.4,93.6,95.2,412,"$50,000 or more",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5.6,4.8,6.4,134,"$50,000 or more",Income (years 2004 and beyond),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),94.4,94.1,94.7,1055,Married,Marital Status,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),92.6,91.2,93.7,336,Other,Marital Status,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),7.4,6.3,8.8,95,Other,Marital Status,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5.6,5.3,5.9,305,Married,Marital Status,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),7.5,5.4,10.3,32,<20 yrs,Maternal Age (3 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),6.2,5.7,6.7,245,20-29 yrs,Maternal Age (3 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),93.8,93.3,94.3,827,20-29 yrs,Maternal Age (3 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),92.5,89.7,94.6,129,<20 yrs,Maternal Age (3 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),94.8,93.9,95.5,435,30+ yrs,Maternal Age (3 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5.2,4.5,6.1,123,30+ yrs,Maternal Age (3 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),6.2,4.7,8.2,49,35+ yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),92.5,89.7,94.6,129,<20 yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),6.7,5.7,7.9,107,20-24 yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),7.5,5.4,10.3,32,<20 yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),94.6,94.1,95.1,764,25-34 yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),93.3,92.1,94.3,359,20-24 yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),93.8,91.8,95.3,139,35+ yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5.4,4.9,5.9,212,25-34 yrs,Maternal Age (4 Levels),QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),94.4,93.7,95.1,551,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5.6,4.9,6.3,153,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),87.4,79.9,92.4,41,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,NBW (>2500g),94.5,93.5,95.3,351,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),5.5,4.7,6.5,108,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,49
"(39.360700171, -111.587130635)",Baby's Weight,Utah,LBW (<=2500g),12.6,7.6,20.1,15,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,49
